Rank,Order,Family,Species,Common names,GE Score,ED Score,EDGE Score,Conservation Attention,Region,Countries,Relevant Global Programme,IUCN Red List link
1124,,,Petaurista nobilis,"Bhutan Giant Flying Squirrel, Gray's Giant Flying Squirrel, Noble Giant Flying Squirrel",VU,5.629467131,3.27781879,,,,,
1125,,,Pteropus molossinus,"Pohnpei Flying Fox, Caroline Flying Fox, Pohnpei Flying-fox, Pohnpei Fruit Bat",VU,5.62822116,3.277630828,,,,,
1126,,,Allactodipus bobrinskii,Bobrinski's Jerboa,LC,25.43051947,3.274519383,,,,,
1127,,,Mandrillus sphinx,Mandrill,VU,5.604527288,3.274049728,,,,,
1128,,,Mesocricetus brandti,Brandt's Hamster,NT,12.20646525,3.273853682,,,,,
1129,,,Mellivora capensis,Honey Badger,LC,25.40774537,3.273657352,,,,,
1130,,,Pteropus voeltzkowi,Pemba Flying Fox,VU,5.589628008,3.27179126,,,,,
1131,,,Vicugna vicugna,"Vicuna, Vicugna, Vicuña",LC,25.33576556,3.270927923,,,,,
1132,,,Suncus montanus,"Hill Shrew, Montane Shrew, Sri Lanka Highland Shrew",VU,5.577093917,3.269887355,,,,,
1133,,,Thylogale brunii,"Dusky Pademelon, Dusky Wallaby",VU,5.575744393,3.269682148,,,,,
1134,,,Thylogale browni,New Guinea Pademelon,VU,5.565785232,3.268166471,,,,,
1135,,,Chimarrogale hantu,"Malayan Water Shrew, Asiatic Water Shrew, Hantu Water Shrew",NT,12.1298094,3.268032352,,,,,
1136,,,Murina rozendaali,Gilded Tube-nosed Bat,VU,5.564864158,3.268026177,,,,,
1137,,,Pteropus rufus,"Madagascan Flying Fox, Madagascar Flying-fox, Madagascar Fruit Bat",VU,5.542075182,3.264548782,,,,,
1138,,,Saimiri oerstedii,"Black-crowned Central American Squirrel Monkey, Central American Squirrel Monkey, Red-backed Squirrel Monkey",VU,5.515942974,3.2605463,,,,,
1139,,,Pteropus poliocephalus,"Grey-headed Flying Fox, Gray-headed Flying Fox, Grey-headed Flying-fox",VU,5.515756618,3.2605177,,,,,
1140,,,Rhynchomys isarogensis,"Isarog Rhynchomys, Isarog Shrew Rat, Isarog Shrew-rat, Mt Isarog Shrew-rat",VU,5.504511667,3.2587904,,,,,
1141,,,Murina aenea,Bronze Tube-nosed Bat,VU,5.500365428,3.258152756,,,,,
1142,,,Idiurus macrotis,"Long-eared Flying Squirrel, Long-eared Scaly-tailed Flying Squirrel",LC,24.9907061,3.257739016,,,,,
1143,,,Idiurus zenkeri,Pygmy Scaly-tailed Flying Squirrel,LC,24.9907061,3.257739016,,,,,
1144,,,Cephalophus zebra,"Zebra Duiker, Banded Duiker, Zebra Antelope",VU,5.479897802,3.2549991,,,,,
1145,,,Mesocricetus newtoni,Romanian Hamster,NT,11.93894589,3.253389005,,,,,
1146,,,Perodicticus potto,"Potto, Potto Gibbon",LC,24.8371791,3.251814505,,,,,
1147,,,Macaca nigrescens,"Gorontalo Macaque, Dumoga-bone Macaque, Temminck's Macaque",VU,5.454911571,3.251135686,,,,,
1148,,,Cercartetus caudatus,"Long-tailed Pygmy Possum, Long-tailed Pygmy-possum",LC,24.79415617,3.250147961,,,,,
1149,,,Spalax uralensis,"Kazakhstan Blind Mole Rat, Ural Blind Mole Rat",NT,11.84461082,3.246071512,,,,,
1150,,,Eonycteris robusta,"Philippine Dawn Bat, Philippine Nectar Bat",NT,11.844226,3.246041552,,,,,
1151,,,Dendrolagus dorianus,"Doria's Tree Kangaroo, Unicolored Tree Kangaroo",VU,5.416763112,3.245208164,,,,,
1152,,,Dendrolagus stellarum,Seri's Tree Kangaroo,VU,5.416763112,3.245208164,,,,,
1153,,,Pteropus aldabrensis,"Aldabra Flying-fox, Aldabra Flying Fox",VU,5.413425169,3.244687837,,,,,
1154,,,Petropseudes dahli,"Rock Ringtail Possum, Rock Possum",LC,24.6452454,3.24435819,,,,,
1155,,,Taphozous hilli,"Hill's Sheath-tailed Bat, Hill's Tomb Bat",LC,24.59724031,3.242484545,,,,,
1156,,,Echinops telfairi,Lesser Hedgehog Tenrec,LC,24.57765287,3.241719035,,,,,
1157,,,Setifer setosus,"Greater Hedgehog Tenrec, Large Madagascar Hedgehog",LC,24.57765287,3.241719035,,,,,
1158,,,Diclidurus isabellus,Isabelle's Ghost Bat,LC,24.55208999,3.240719113,,,,,
1159,,,Saguinus niger,Black-handed Tamarin,VU,5.383441737,3.24000177,,,,,
1160,,,Spalax graecus,"Balkan Blind Mole Rat, Balkan Mole Rat, Bukovin Mole Rat",NT,11.75786903,3.239295441,,,,,
1161,,,Hemicentetes nigriceps,Highland Streaked Tenrec,LC,24.50126032,3.238727875,,,,,
1162,,,Hemicentetes semispinosus,Lowland Streaked Tenrec,LC,24.50126032,3.238727875,,,,,
1163,,,Pteropus vetulus,New Caledonia Flying Fox,VU,5.372054663,3.238216332,,,,,
1164,,,Spilocuscus kraemeri,"Admiralty Cuscus, Manus Island Spotted Cuscus",NT,11.73756696,3.237702836,,,,,
1165,,,Chironectes minimus,"Water Opossum, Yapok",LC,24.4253404,3.23574633,,,,,
1166,,,Kerivoula flora,Flores Woolly Bat,VU,5.325778662,3.230927497,,,,,
1167,,,Dendrolagus bennettianus,"Bennett's Tree Kangaroo, Dusty Tree-kangaroo, Tcharibbeena",NT,11.61543588,3.228068315,,,,,
1168,,,Tragelaphus imberbis,Lesser Kudu,NT,11.5999203,3.226837669,,,,,
1169,,,Scaptochirus moschatus,Short-faced Mole,LC,24.18785905,3.226362095,,,,,
1170,,,Microcavia shiptoni,Shipton's Mountain Cavy,NT,11.58268253,3.225468647,,,,,
1171,,,Macaca hecki,Heck's Macaque,VU,5.264990132,3.221271374,,,,,
1172,,,Macaca tonkeana,"Tonkean Macaque, Tonkean Black Macaque",VU,5.264990132,3.221271374,,,,,
1173,,,Natalus tumidirostris,Trinidadian Funnel-eared Bat,LC,24.04845511,3.220812153,,,,,
1174,,,Blastocerus dichotomus,Marsh Deer,VU,5.249367289,3.218774586,,,,,
1175,,,Naemorhedus baileyi,Red Goral,VU,5.248836674,3.218689675,,,,,
1176,,,Nandinia binotata,"African Palm Civet, Two-spotted Palm Civet",LC,23.99290447,3.218591963,,,,,
1177,,,Pteropus rennelli,Rennell Flying Fox,VU,5.245095515,3.218090799,,,,,
1178,,,Caluromysiops irrupta,Black-shouldered Opossum,LC,23.9408238,3.216505971,,,,,
1179,,,Ratufa macroura,"Grizzled Giant Squirrel, Sri Lankan Giant Squirrel",NT,11.44840567,3.214739737,,,,,
1180,,,Thylamys pusillus,"Common Fat-tailed Mouse Opossum, Small Fat-tailed Opossum",LC,23.87929381,3.214035884,,,,,
1181,,,Heliophobius argenteocinereus,Silvery Mole Rat,LC,23.85325375,3.21298868,,,,,
1182,,,Hipposideros commersoni,"Commerson's Leaf-nosed Bat, Commerson's Roundleaf Bat",NT,11.42074619,3.212515335,,,,,
1183,,,Myotis capaccinii,Long-fingered Bat,VU,5.206027017,3.211815281,,,,,
1184,,,Chiroderma improvisum,"Guadeloupe Big-eyed Bat, Guadeloupean Big-eyed Bat",VU,5.189164264,3.209094425,,,,,
1185,,,Microdillus peeli,Somali Pygmy Gerbil,LC,23.73131619,3.208070303,,,,,
1186,,,Sigmodon alleni,Allen's Cotton Rat,VU,5.172392515,3.20638089,,,,,
1187,,,Loris lydekkerianus,"Gray Slender Loris, Grey Slender Loris, Highland Slender Loris",LC,23.67408268,3.205753409,,,,,
1188,,,Calomys hummelincki,Hummelinck's Vesper Mouse,VU,5.158437931,3.204117524,,,,,
1189,,,Myotis martiniquensis,Schwartz's Myotis,VU,5.152585014,3.203166682,,,,,
1190,,,Hipposideros vittatus,,NT,11.2106932,3.19545924,,,,,
1191,,,Naemorhedus caudatus,"Long-tailed Goral, Chinese Goral",VU,5.103156014,3.195100378,,,,,
1192,,,Naemorhedus griseus,"Chinese Goral, Grey Long-tailed Goral",VU,5.103156014,3.195100378,,,,,
1193,,,Pteropus ualanus,"Kosrae Flying Fox, Ualan Fruit Bat",VU,5.088981758,3.19277523,,,,,
1194,,,Antilocapra americana,"Pronghorn, Mexican Pronghorn",LC,23.2711113,3.189286808,,,,,
1195,,,Petinomys vordermanni,Vordermann's Flying Squirrel,VU,5.057569293,3.187602974,,,,,
1196,,,Sicista kluchorica,Kluchor Birch Mouse,NT,11.11210628,3.187352652,,,,,
1197,,,Rhogeessa minutilla,Tiny Yellow Bat,VU,5.05000221,3.186352998,,,,,
1198,,,Elephantulus rozeti,"North African Elephant Shrew, North African Sengi",LC,23.19720698,3.186237212,,,,,
1199,,,Cormura brevirostris,"Chestnut Sac-winged Bat, Wagner's Sac-winged Bat",LC,23.19670496,3.186216465,,,,,
1200,,,Uropsilus gracilis,Gracile Shrew Mole,LC,23.16930852,3.185083585,,,,,
1201,,,Pseudocheirus peregrinus,"Common Ringtail Possum, Common Ring-tailed Possum, Queensland Ringtail",LC,23.15701381,3.184574765,,,,,
1202,,,Megaderma lyra,"Greater False Vampire, Greater False Vampire Bat, Indian False Vampire Bat",LC,23.14470529,3.184065113,,,,,
1203,,,Megaderma spasma,"Lesser False Vampire, Common Asian Ghost Bat, Lesser False Vampire Bat",LC,23.14470529,3.184065113,,,,,
1204,,,Pteropus yapensis,Yap Flying Fox,VU,5.02334139,3.181936515,,,,,
1205,,,Choloepus didactylus,"Linné'S Two-toed Sloth, Southern Two-toed Sloth",LC,23.06207898,3.180637115,,,,,
1206,,,Choloepus hoffmanni,Hoffmann's Two-toed Sloth,LC,23.06207898,3.180637115,,,,,
1207,,,Pudu mephistophiles,Northern Pudu,VU,4.998100293,3.177737162,,,,,
1208,,,Pudu puda,"Southern Pudu, Chilean Pudu",VU,4.998100293,3.177737162,,,,,
1209,,,Petinomys genibarbis,Whiskered Flying Squirrel,VU,4.991592228,3.176651552,,,,,
1210,,,Anomalurus beecrofti,"Beecroft's Flying Squirrel, Beecroft's Scaly-tailed Squirrel",LC,22.87350608,3.172769312,,,,,
1211,,,Anomalurus pusillus,Dwarf Scaly-tailed Squirrel,LC,22.82736762,3.17083482,,,,,
1212,,,Procolobus verus,"Olive Colobus, Van Beneden's Colobus",NT,10.91296499,3.170774483,,,,,
1213,,,Myocastor coypus,"Coypu, Nutria",LC,22.80562288,3.169921808,,,,,
1214,,,Plecotus taivanus,"Taiwan Long-eared Bat, Formosan Long-eared Bat, Taiwan Big-eared Bat",NT,10.89308532,3.169104346,,,,,
1215,,,Sigmodon inopinatus,Unexpected Cotton Rat,VU,4.92911223,3.166168855,,,,,
1216,,,Uropsilus soricipes,Chinese Shrew Mole,LC,22.68555681,3.164865445,,,,,
1217,,,Cheirogaleus medius,"Western Fat-tailed Dwarf Lemur, Fat-tailed Dwarf Lemur, Lesser Dwarf Lemur",LC,22.6777619,3.164536291,,,,,
1218,,,Myotis dominicensis,Dominican Myotis,VU,4.914114535,3.163636149,,,,,
1219,,,Tragelaphus eurycerus,Bongo,NT,10.81099358,3.162177938,,,,,
1220,,,Presbytis frontata,"White-fronted Langur, White-faced Langur, White-fronted Leaf Monkey",VU,4.905490161,3.162176815,,,,,
1221,,,Brachylagus idahoensis,Pygmy Rabbit,LC,22.54983845,3.159118961,,,,,
1222,,,Archboldomys luzonensis,"Isarog Shrew Mouse, Mt Isarog Shrew-mouse",VU,4.886257501,3.158914758,,,,,
1223,,,Saccolaimus peli,Pel's Pouched Bat,LC,22.53372885,3.158434662,,,,,
1224,,,Desmodus rotundus,"Common Vampire Bat, Vampire Bat",LC,22.47851282,3.156085655,,,,,
1225,,,Diaemus youngi,White-winged Vampire Bat,LC,22.47851282,3.156085655,,,,,
1226,,,Phacochoerus aethiopicus,"Desert Warthog, Cape Warthog",LC,22.46847649,3.155658095,,,,,
1227,,,Phacochoerus africanus,"Common Warthog, Eritrean Warthog, Warthog",LC,22.46847649,3.155658095,,,,,
1228,,,Papagomys armandvillei,"Armandville's Papagomys, Flores Giant Rat, Flores Giant Tree Rat",NT,10.73176071,3.155446935,,,,,
1229,,,Cardioderma cor,Heart-nosed Bat,LC,22.39875075,3.152682634,,,,,
1230,,,Hipposideros doriae,"Bornean Leaf-nosed Bat, Borneo Roundleaf Bat",NT,10.69194197,3.152047065,,,,,
1231,,,Anomalurus derbianus,"Derby's Flying Squirrel, Lord Derby's Flying Squirrel, Lord Derby's Scaly-tailed Squirrel",LC,22.37609494,3.151713916,,,,,
1232,,,Eschrichtius robustus,"Gray Whale, Devil Fish, Gray Back, Grey Whale, Hard Head, Mussel Digger, Rip Sack",LC,22.197091,3.144026883,,,,,
1233,,,Diclidurus scutatus,Lesser Ghost Bat,LC,22.18041152,3.143307591,,,,,
1234,,,Nyctiellus lepidus,Gervais's Funnel-eared Bat,LC,22.12341308,3.140845657,,,,,
1235,,,Trachops cirrhosus,Fringe-lipped Bat,LC,22.10533276,3.140063446,,,,,
1236,,,Hippocamelus antisensis,"Taruca, North Andean Deer, North Andean Huemul, Peruvian Guemal, Peruvian Huemul",VU,4.772674076,3.139429779,,,,,
1237,,,Taphozous nudiventris,Naked-rumped Tomb Bat,LC,22.0504637,3.137685886,,,,,
1238,,,Scapanus latimanus,Broad-footed Mole,LC,22.01279012,3.136050154,,,,,
1239,,,Nycticeius cubanus,Cuban Evening Bat,NT,10.44029959,3.130289354,,,,,
1240,,,Petinomys setosus,Temminck's Flying Squirrel,VU,4.702597894,3.127216203,,,,,
1241,,,Myosciurus pumilio,African Pygmy Squirrel,LC,21.78947955,3.126299006,,,,,
1242,,,Dryomys nitedula,Forest Dormouse,LC,21.75158362,3.124634753,,,,,
1243,,,Ectophylla alba,"Honduran White Bat, White Bat",NT,10.3704627,3.124166182,,,,,
1244,,,Lavia frons,Yellow-winged Bat,LC,21.73363599,3.123845589,,,,,
1245,,,Arctocebus aureus,"Golden Angwantibo, Golden Potto",LC,21.7206544,3.123274396,,,,,
1246,,,Arctocebus calabarensis,"Calabar Angwantibo, Angwantibo, Golden Potto",LC,21.7206544,3.123274396,,,,,
1247,,,Capricornis sumatraensis,"Serow, Sumatran Serow",VU,4.677064373,3.122728625,,,,,
1248,,,Miniopterus schreibersii,"Common Bentwing Bat, Schreiber's Bent-winged Bat, Schreiber's Long-fingered Bat",NT,10.32881408,3.120496579,,,,,
1249,,,Peropteryx leucoptera,White-winged Dog-like Bat,LC,21.65241721,3.120266566,,,,,
1250,,,Acrobates pygmaeus,"Feathertail Glider, Pygmy Gliding Possum",LC,21.64364515,3.119879245,,,,,
1251,,,Distoechurus pennatus,"Feather-tailed Possum, Feathertail Possum",LC,21.64364515,3.119879245,,,,,
1252,,,Megaptera novaeangliae,"Humpback Whale, Bunch, Hump Whale, Hunchbacked Whale",LC,21.641732,3.119794752,,,,,
1253,,,Rhinopoma microphyllum,Greater Mouse-tailed Bat,LC,21.62605707,3.11910221,,,,,
1254,,,Lutreolina crassicaudata,"Little Water Opossum, Lutrine Opossum, Thick-tailed Opossum",LC,21.61481824,3.118605366,,,,,
1255,,,Rhinopoma muscatellum,Small Mouse-tailed Bat,LC,21.56379104,3.116346455,,,,,
1256,,,Sousa chinensis,"Indo-pacific Hump-backed Dolphin, Chinese White Dolphin, Indo-pacific Humpback Dolphin",NT,10.25426398,3.113894258,,,,,
1257,,,Nectogale elegans,"Elegant Water Shrew, Web-footed Water Shrew",LC,21.4240068,3.110132117,,,,,
1258,,,Hipposideros jonesi,"Jones' Roundleaf Bat, Jones's Roundleaf Bat",NT,10.19879037,3.10895295,,,,,
1259,,,Rhinopoma hardwickii,Lesser Mouse-tailed Bat,LC,21.38787167,3.108519369,,,,,
1260,,,Lampronycteris brachyotis,"Orange-throated Bat, Yellow-throated Big-eared Bat",LC,21.38051558,3.10819074,,,,,
1261,,,Caracal aurata,"African Golden Cat, Golden Cat",NT,10.1851562,3.107734741,,,,,
1262,,,Ratufa indica,"Indian Giant Squirrel, Malabar Giant Squirrel",NT,10.17428131,3.106762007,,,,,
1263,,,Antechinus godmani,Atherton Antechinus,NT,10.16489376,3.10592155,,,,,
1264,,,Arctogalidia trivirgata,"Small-toothed Palm Civet, Javan Small-toothed Palm Civet, Three-striped Palm Civet",LC,21.32848988,3.105863436,,,,,
1265,,,Pteropus anetianus,"Vanauatu Flying Fox, White Flying Fox, White Flying-fox",VU,4.57779081,3.105087147,,,,,
1266,,,Rhinonicteris aurantia,Orange Leaf-nosed Bat,LC,21.30251952,3.104699655,,,,,
1267,,,Lasiurus minor,Minor Red Bat,VU,4.571733675,3.104000619,,,,,
1268,,,Chlorocebus djamdjamensis,"Bale Monkey, Bale Mountains Grivet, Djam-djam",VU,4.567379584,3.103218853,,,,,
1269,,,Falsistrellus mackenziei,"Western False Pipistrelle, Mackenzie's False Pipistelle",NT,10.12052117,3.101939336,,,,,
1270,,,Callicebus nigrifrons,Black-fronted Titi Monkey,NT,10.08360479,3.098614151,,,,,
1271,,,Ochrotomys nuttalli,Golden Mouse,LC,21.15726651,3.098165502,,,,,
1272,,,Akodon latebricola,Ecuadorean Grass Mouse,VU,4.53654095,3.09766429,,,,,
1273,,,Alticola montosa,"Central Kashmir Vole, True's Vole",VU,4.518746698,3.094445148,,,,,
1274,,,Sturnira aratathomasi,"Aratathomas's Yellow Shouldered Bat, Aratathomas's Yellow0shouldered Bat",NT,10.03227901,3.093972612,,,,,
1275,,,Pseudochirops archeri,Green Ringtail Possum,LC,20.99901233,3.090997558,,,,,
1276,,,Pseudochirops cupreus,"Coppery Ringtail, Coppery Ringtail Possum",LC,20.99901233,3.090997558,,,,,
1277,,,Nesoryzomys swarthi,Santiago Galapagos Mouse,VU,4.45739305,3.083265573,,,,,
1278,,,Mustela altaica,"Altai Weasel, Mountain Weasel, Pale Weasel",NT,9.896201793,3.08156145,,,,,
1279,,,Lasiurus degelidus,Jamaican Red Bat,VU,4.443765851,3.080765435,,,,,
1280,,,Niviventer culturatus,"Soft-furred Taiwan Niviventer, Oldfield White-bellied Rat",NT,9.88026466,3.080097747,,,,,
1281,,,Menetes berdmorei,Indochinese Ground Squirrel,LC,20.74034049,3.079169543,,,,,
1282,,,Bdeogale jacksoni,Jackson's Mongoose,NT,9.867051152,3.078882562,,,,,
1283,,,Lophuromys medicaudatus,Medium-tailed Brush-furred Rat,VU,4.431524112,3.078514139,,,,,
1284,,,Nesoryzomys fernandinae,"Fernandina Galapagos Mouse, Fernandina Rice Rat",VU,4.431172341,3.078449372,,,,,
1285,,,Chrysochloris stuhlmanni,Stuhlmann's Golden Mole,LC,20.69497473,3.077080654,,,,,
1286,,,Crocuta crocuta,Spotted Hyaena,LC,20.6948818,3.077076371,,,,,
1287,,,Conilurus penicillatus,"Brush-tailed Rabbit Rat, Brush-tailed Tree-rat",NT,9.830426456,3.075506618,,,,,
1288,,,Thomasomys pyrrhonotus,Thomas's Oldfield Mouse,VU,4.406873623,3.073965398,,,,,
1289,,,Cercopithecus solatus,"Sun-tailed Monkey, Sun-tailed Guenon",VU,4.404468823,3.073520532,,,,,
1290,,,Chrysochloris asiatica,Cape Golden Mole,LC,20.57507797,3.071538851,,,,,
1291,,,Thomasomys ischyrus,Strong-tailed Oldfield Mouse,VU,4.370543836,3.067223538,,,,,
1292,,,Erignathus barbatus,Bearded Seal,LC,20.42212175,3.064424115,,,,,
1293,,,Aegialomys galapagoensis,Galapagos Rice Rat,VU,4.353276437,3.064003153,,,,,
1294,,,Cryptomys anselli,"Zambian Mole Rat, Zambian Mole-rat",NT,9.646683981,3.058395661,,,,,
1295,,,Pelea capreolus,"Grey Rhebok, Common Rhebok, Rhebok, Vaal Rhebok",LC,20.26483326,3.057054688,,,,,
1296,,,Balaenoptera acutorostrata,"Common Minke Whale, Dwarf Minke Whale, Lesser Rorqual, Little Piked Whale, Minke Whale",LC,20.24631588,3.05618351,,,,,
1297,,,Chaetodipus formosus,Long-tailed Pocket Mouse,LC,20.2244019,3.055151553,,,,,
1298,,,Lophuromys melanonyx,Black-clawed Brush-furred Rat,VU,4.305483148,3.055035203,,,,,
1299,,,Phaner furcifer,"Masoala Fork-marked Lemur, Eastern Fork-marked Lemur",LC,20.20904334,3.054427663,,,,,
1300,,,Scotomanes ornatus,Harlequin Bat,LC,20.19491157,3.053761133,,,,,
1301,,,Akodon surdus,Silent Grass Mouse,VU,4.289302535,3.051980752,,,,,
1302,,,Thomasomys kalinowskii,Kalinowski's Oldfield Mouse,VU,4.284589066,3.051089223,,,,,
1303,,,Pteronotus personatus,Wagner's Mustached Bat,LC,20.09222143,3.04890432,,,,,
1304,,,Histiotus laephotis,Thomas's Big-eared Brown Bat,NT,9.541856171,3.048500815,,,,,
1305,,,Lariscus hosei,Four-striped Ground Squirrel,NT,9.540008816,3.04832556,,,,,
1306,,,Pardofelis temminckii,"Asiatic Golden Cat, Golden Cat, Temminck's Cat",NT,9.539276984,3.048256124,,,,,
1307,,,Chrotopterus auritus,"Big-eared Wooly Bat, Woolly False Vampire Bat",LC,20.01556034,3.045263132,,,,,
1308,,,Lariscus obscurus,Mentawai Three-striped Squirrel,NT,9.506169325,3.04510982,,,,,
1309,,,Handleyomys rhabdops,Striped Rice Rat,VU,4.251818301,3.044868721,,,,,
1310,,,Macaca nemestrina,"Southern Pig-tailed Macaque, Pig-tailed Macaque, Pigtail Macaque, Sunda Pig-tailed Macaque, Sundaland Pigtail Macaque",VU,4.219309409,3.038659457,,,,,
1311,,,Phascogale calura,"Red-tailed Phascogale, Red-tailed Wambenger",NT,9.425755777,3.037426442,,,,,
1312,,,Phascogale tapoatafa,Brush-tailed Phascogale,NT,9.425755777,3.037426442,,,,,
1313,,,Mastacomys fuscus,Broad-toothed Mouse,NT,9.423713268,3.037230513,,,,,
1314,,,Kobus vardonii,Puku,NT,9.415389097,3.036431614,,,,,
1315,,,Macaca leonina,"Northern Pig-tailed Macaque, Northern Pigtail Macaque",VU,4.183681477,3.031809875,,,,,
1316,,,Taxidea taxus,American Badger,LC,19.70717883,3.030480444,,,,,
1317,,,Thomasomys incanus,Inca Oldfield Mouse,VU,4.175346078,3.030200573,,,,,
1318,,,Colobus polykomos,"King Colobus, Ursine Black-and-white Colobus, Western Black-and-white Colobus, Western Pied Colobus",VU,4.171116621,3.029383007,,,,,
1319,,,Colobus vellerosus,"White-thighed Colobus, Geoffroy's Black-and-white Colobus, White-thighed Black-and-white Colobus",VU,4.171116621,3.029383007,,,,,
1320,,,Smutsia temminckii,"Cape Pangolin, Ground Pangolin, Scaly Anteater, South African Pangolin, Temminck's Ground Pangolin",LC,19.66627431,3.028503111,,,,,
1321,,,Batomys granti,"Luzon Batomys, Luzon Forest Rat, Luzon Hairy-tailed Rat",NT,9.311764054,3.026432565,,,,,
1322,,,Spermophilus townsendii,Townsend's Ground Squirrel,VU,4.153433474,3.025957548,,,,,
1323,,,Margaretamys elegans,"Elegant Margaretamys, Elegant Margareta Rat",NT,9.306808909,3.025951917,,,,,
1324,,,Amblysomus hottentotus,"Hottentot Golden Mole, Zulu Golden Mole",LC,19.60968021,3.025760879,,,,,
1325,,,Anathana ellioti,"Madras Treeshrew, Madras Tree Shrew",LC,19.55167317,3.022942357,,,,,
1326,,,Urogale everetti,"Mindanao Treeshrew, Mindanao Tree Shrew, Philippine Tree Shrew",LC,19.55167317,3.022942357,,,,,
1327,,,Coelops frithii,"Tail-less Leaf-nosed Bat, East Asian Talless Leaf-nosed Bat, Tailless Leaf-nosed Bat",LC,19.55014221,3.022867861,,,,,
1328,,,Microtus cabrerae,Cabrera's Vole,NT,9.260843886,3.021482267,,,,,
1329,,,Paradipus ctenodactylus,Comb-toed Jerboa,LC,19.4893263,3.019904082,,,,,
1330,,,Diclidurus albus,Northern Ghost Bat,LC,19.47868998,3.019384832,,,,,
1331,,,Thomasomys apeco,,VU,4.118297232,3.019116173,,,,,
1332,,,Thomasomys macrotis,,VU,4.118297232,3.019116173,,,,,
1333,,,Thomasomys onkiro,,VU,4.118297232,3.019116173,,,,,
1334,,,Thomasomys ucucha,,VU,4.118297232,3.019116173,,,,,
1335,,,Rattus satarae,,VU,4.113660574,3.018209864,,,,,
1336,,,Viverra zibetha,Large Indian Civet,NT,9.225107987,3.017993444,,,,,
1337,,,Uromanis tetradactyla,"Black-bellied Pangolin, Long-tailed Pangolin",LC,19.42753407,3.0168837,,,,,
1338,,,Otomops martiensseni,Large-eared Free-tailed Bat,NT,9.206078986,3.016130702,,,,,
1339,,,Eptesicus floweri,Horn-skinned Bat,LC,19.38033898,3.014570661,,,,,
1340,,,Bunomys penitus,"Montane Bunomys, Inland Hill Rat",NT,9.156015685,3.011213389,,,,,
1341,,,Nannosciurus melanotis,Black-eared Squirrel,LC,19.30427744,3.010831575,,,,,
1342,,,Leopardus wiedii,"Margay, Tree Ocelot",NT,9.143422352,3.009972632,,,,,
1343,,,Saccostomus campestris,"Pouched Mouse, Southern African Pouched Mouse",LC,19.27248274,3.009264436,,,,,
1344,,,Saccostomus mearnsi,"East African Pouched Mouse, Mearns's Pouched Mouse",LC,19.27248274,3.009264436,,,,,
1345,,,Molossus sinaloae,Sinaloan Mastiff Bat,LC,19.27149356,3.009215641,,,,,
1346,,,Phaner pallescens,"Pale Fork-marked Lemur, Western Fork-marked Lemur",LC,19.26105492,3.008700567,,,,,
1347,,,Galagoides granti,"Grant's Lesser Galago, Grant's Dwarf Galago, Mozambique Lesser Galago",LC,19.23831929,3.007577802,,,,,
1348,,,Galagoides zanzibaricus,"Zanzibar/udzungwa Galago, Matundu Dwarf Galago, Udzungwa Bushbaby, Zanzibar Bushbaby, Zanzibar Galago",LC,19.23831929,3.007577802,,,,,
1349,,,Pogonomelomys bruijnii,"Bruijn's Pogonomelomys, Large Pogonomelomys, Lowland Brush Mouse",NT,9.119015395,3.007563547,,,,,
1350,,,Atlantoxerus getulus,Barbary Ground Squirrel,LC,19.14490094,3.002951201,,,,,
